Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Discount,Profit
Standard Class,Consumer,Long Beach,New York,East,Furniture,Furnishings,31.68,0.0,9.8208
First Class,Consumer,Lancaster,Pennsylvania,East,Furniture,Chairs,170.78599999999997,0.3,0.0
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Bookcases,198.74400000000003,0.3,0.0
First Class,Home Office,Denver,Colorado,West,Technology,Accessories,63.824,0.2,13.5626
Second Class,Consumer,Seattle,Washington,West,Furniture,Chairs,435.168,0.2,-59.8356
Second Class,Consumer,Seattle,Washington,West,Furniture,Bookcases,48.58,0.0,7.7728
First Class,Corporate,Houston,Texas,Central,Technology,Accessories,47.976000000000006,0.2,8.3958
First Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,20.736,0.2,7.2576
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,26.46,0.0,11.907
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,49.12,0.0,23.0864
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,15.0,0.0,7.2
Standard Class,Corporate,Newport News,Virginia,South,Office Supplies,Storage,194.7,0.0,9.735
Standard Class,Corporate,Newport News,Virginia,South,Furniture,Tables,591.32,0.0,112.3508
Standard Class,Corporate,Newport News,Virginia,South,Office Supplies,Art,2.84,0.0,0.8804
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,221.96,0.0,4.4392
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,236.0,0.0,40.12
Second Class,Corporate,Seattle,Washington,West,Technology,Accessories,41.94,0.0,15.0984
Second Class,Corporate,Seattle,Washington,West,Technology,Phones,52.792,0.2,4.6193
First Class,Home Office,Omaha,Nebraska,Central,Furniture,Chairs,563.94,0.0,112.788
Second Class,Consumer,Morristown,New Jersey,East,Office Supplies,Appliances,2625.12,0.0,735.0336
Second Class,Consumer,Morristown,New Jersey,East,Office Supplies,Art,17.94,0.0,4.485
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,422.856,0.2,15.8571
Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,127.764,0.1,2.8392
Standard Class,Corporate,Springfield,Virginia,South,Technology,Phones,3499.93,0.0,909.9818
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Labels,14.4,0.0,6.624
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Paper,122.97,0.0,60.2553
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Art,9.32,0.0,2.7028
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Binders,122.94,0.0,59.0112
Standard Class,Consumer,Roseville,California,West,Furniture,Furnishings,17.31,0.0,5.193
Standard Class,Consumer,Rockford,Illinois,Central,Office Supplies,Art,128.744,0.2,12.8744
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,58.248000000000005,0.2,11.6496
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,71.24600000000001,0.3,-19.3382
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,7.872000000000001,0.2,0.5904
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,887.2710000000001,0.3,-63.3765
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,146.86,0.0,70.4928
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,36.56,0.0,18.28
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,225.576,0.2,22.5576
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Art,5.247999999999999,0.2,0.4592
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Art,38.256,0.2,4.782
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Paper,40.24,0.2,13.078
Standard Class,Consumer,Springfield,Oregon,West,Technology,Machines,29.925,0.7,-21.945
Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Paper,148.704,0.2,46.47
Standard Class,Consumer,Springfield,Oregon,West,Technology,Accessories,55.92,0.2,16.776
Standard Class,Corporate,Providence,Rhode Island,East,Office Supplies,Paper,12.96,0.0,6.2208
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,25.176,0.6,-33.3582
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,5.584,0.6,-1.6752
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,1297.368,0.2,97.3026
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,264.32,0.2,19.824
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,22.96,0.0,6.6584
First Class,Consumer,Moreno Valley,California,West,Office Supplies,Paper,19.44,0.0,9.3312
First Class,Consumer,Garden City,Kansas,Central,Office Supplies,Paper,9.54,0.0,4.293
First Class,Consumer,Garden City,Kansas,Central,Office Supplies,Fasteners,5.81,0.0,1.8011
First Class,Consumer,Garden City,Kansas,Central,Office Supplies,Art,5.76,0.0,1.7280000000000002
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,14.91,0.0,4.6221
Standard Class,Corporate,Orlando,Florida,South,Office Supplies,Binders,6.642,0.7,-4.428
Standard Class,Consumer,Watertown,New York,East,Office Supplies,Paper,18.54,0.0,8.7138
Standard Class,Consumer,Watertown,New York,East,Office Supplies,Binders,679.96,0.2,220.987
First Class,Corporate,Los Angeles,California,West,Furniture,Tables,189.576,0.2,9.4788
First Class,Corporate,Los Angeles,California,West,Technology,Phones,71.96,0.2,7.196000000000001
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,539.92,0.2,47.243
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,725.3439999999999,0.2,54.4008
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,7.44,0.0,2.6039999999999996
Standard Class,Home Office,Newark,Delaware,East,Office Supplies,Appliances,39.48,0.0,11.0544
Second Class,Home Office,Detroit,Michigan,Central,Office Supplies,Appliances,850.5,0.1,245.7
Second Class,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,75.33,0.0,19.5858
Second Class,Corporate,Phoenix,Arizona,West,Office Supplies,Appliances,325.632,0.2,28.4928
Second Class,Corporate,Phoenix,Arizona,West,Technology,Accessories,23.344,0.2,-1.459
Second Class,Corporate,Phoenix,Arizona,West,Office Supplies,Labels,16.52,0.2,5.369
First Class,Home Office,Brownsville,Texas,Central,Office Supplies,Envelopes,335.72,0.2,113.3055
First Class,Home Office,Brownsville,Texas,Central,Technology,Phones,251.94400000000002,0.2,88.1804
First Class,Home Office,Brownsville,Texas,Central,Furniture,Chairs,127.302,0.3,-9.093
Second Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,1207.84,0.0,314.0384
Second Class,Consumer,Louisville,Kentucky,South,Office Supplies,Binders,12.53,0.0,5.8891
Second Class,Consumer,Louisville,Kentucky,South,Office Supplies,Art,34.58,0.0,10.0282
Second Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,300.98,0.0,87.2842
Second Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,258.75,0.0,77.625
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Art,59.52,0.0,15.4752
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Envelopes,57.96,0.0,27.2412
Standard Class,Corporate,Newark,Delaware,East,Furniture,Bookcases,441.96,0.0,101.6508
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Paper,68.04,0.0,33.3396
First Class,Home Office,Pueblo,Colorado,West,Technology,Machines,703.71,0.7,-938.28
First Class,Home Office,Pueblo,Colorado,West,Office Supplies,Binders,17.904,0.7,-14.92
First Class,Home Office,Pueblo,Colorado,West,Office Supplies,Binders,11.975999999999999,0.7,-9.1816
First Class,Home Office,Pueblo,Colorado,West,Technology,Accessories,67.96,0.2,0.8495
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,892.2239999999999,0.2,89.2224
Standard Class,Consumer,Greenville,North Carolina,South,Technology,Machines,1299.99,0.5,-571.9956
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,4.544,0.2,1.6472
First Class,Corporate,San Francisco,California,West,Furniture,Chairs,1352.0320000000002,0.2,84.50200000000001
Standard Class,Corporate,Marion,Ohio,East,Furniture,Tables,1548.99,0.4,-464.69699999999995
Standard Class,Corporate,Marion,Ohio,East,Office Supplies,Envelopes,19.872,0.2,6.7068
First Class,Consumer,Dallas,Texas,Central,Technology,Accessories,119.448,0.2,-13.4379
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,118.16,0.2,-25.109
Standard Class,Corporate,Huntsville,Alabama,South,Office Supplies,Art,19.56,0.0,5.4768
Second Class,Consumer,Las Vegas,Nevada,West,Furniture,Furnishings,80.96,0.0,29.1456
Second Class,Consumer,Las Vegas,Nevada,West,Office Supplies,Paper,25.92,0.0,12.4416
Same Day,Home Office,Los Angeles,California,West,Office Supplies,Appliances,106.96,0.0,31.0184
Same Day,Home Office,Los Angeles,California,West,Furniture,Furnishings,187.76,0.0,76.9816
First Class,Home Office,Lakewood,Ohio,East,Office Supplies,Binders,76.77600000000001,0.7,-53.7432
Standard Class,Corporate,Fremont,Nebraska,Central,Office Supplies,Binders,53.9,0.0,25.872
Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Furnishings,76.72800000000001,0.6,-53.7096
Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Binders,10.43,0.8,-18.2525
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,99.2,0.0,25.791999999999998
Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Art,15.92,0.2,2.786
Standard Class,Corporate,Bossier City,Louisiana,South,Furniture,Furnishings,129.92,0.0,10.3936
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Binders,30.4,0.0,13.984000000000002
Standard Class,Home Office,Providence,Rhode Island,East,Technology,Copiers,5399.91,0.0,2591.9568
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Storage,119.1,0.0,34.539
Second Class,Home Office,Everett,Massachusetts,East,Office Supplies,Paper,40.08,0.0,19.2384
Second Class,Home Office,Everett,Massachusetts,East,Office Supplies,Paper,59.94,0.0,28.1718
Second Class,Home Office,Everett,Massachusetts,East,Technology,Accessories,259.98,0.0,88.3932
Second Class,Home Office,Everett,Massachusetts,East,Furniture,Bookcases,170.98,0.0,32.4862
Second Class,Home Office,Everett,Massachusetts,East,Furniture,Furnishings,38.97,0.0,4.6764
Second Class,Home Office,Everett,Massachusetts,East,Office Supplies,Paper,154.9,0.0,69.705
Second Class,Home Office,Everett,Massachusetts,East,Furniture,Tables,446.06800000000004,0.3,0.0
Second Class,Consumer,Rancho Cucamonga,California,West,Office Supplies,Appliances,152.94,0.0,41.2938
Same Day,Consumer,Charlotte,North Carolina,South,Technology,Accessories,23.471999999999998,0.2,4.9878
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Paper,195.64,0.0,91.9508
Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Paper,14.94,0.0,7.0218
Standard Class,Home Office,Providence,Rhode Island,East,Technology,Accessories,1687.8,0.0,742.632
Standard Class,Home Office,Providence,Rhode Island,East,Furniture,Bookcases,341.96,0.0,78.6508
Standard Class,Home Office,Providence,Rhode Island,East,Furniture,Chairs,605.88,0.0,151.47
First Class,Home Office,Midland,Michigan,Central,Office Supplies,Appliances,186.732,0.1,41.496
First Class,Home Office,Midland,Michigan,Central,Office Supplies,Binders,3812.97,0.0,1906.485
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Binders,26.424,0.2,9.5787
Standard Class,Consumer,Rochester,New York,East,Technology,Phones,625.99,0.0,187.797
Standard Class,Corporate,Jackson,Michigan,Central,Furniture,Tables,1568.61,0.0,329.4081
Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Binders,17.3,0.0,8.304
Standard Class,Corporate,Jackson,Michigan,Central,Technology,Accessories,160.0,0.0,62.4
First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Appliances,179.94,0.0,50.3832
First Class,Corporate,Suffolk,Virginia,South,Furniture,Tables,872.94,0.0,157.1292
First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Paper,12.96,0.0,6.2208
Standard Class,Consumer,Brentwood,California,West,Office Supplies,Labels,88.8,0.0,44.4
Standard Class,Consumer,Brentwood,California,West,Technology,Phones,319.968,0.2,35.9964
Same Day,Consumer,Seattle,Washington,West,Furniture,Chairs,167.888,0.2,14.6902
First Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,163.96,0.2,59.4355
First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,5.232,0.8,-8.1096
Standard Class,Home Office,Lawrence,Massachusetts,East,Technology,Copiers,1199.98,0.0,467.9922
Standard Class,Home Office,Lawrence,Massachusetts,East,Office Supplies,Storage,73.85,0.0,2.2155
Standard Class,Home Office,Lawrence,Massachusetts,East,Office Supplies,Supplies,25.71,0.0,6.6846
Standard Class,Home Office,Lawrence,Massachusetts,East,Office Supplies,Fasteners,17.28,0.0,8.1216
Standard Class,Home Office,Lawrence,Massachusetts,East,Furniture,Tables,526.582,0.3,-52.6582
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,11.56,0.0,5.6644
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,209.97,0.0,58.7916
Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Tables,447.84,0.0,98.5248
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Accessories,479.97,0.0,163.1898
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Art,8.64,0.0,2.5056
Standard Class,Corporate,Orem,Utah,West,Office Supplies,Art,11.68,0.0,4.2048
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,40.775999999999996,0.2,0.5097
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,13.698,0.7,-9.5886
Standard Class,Consumer,Mesa,Arizona,West,Technology,Phones,87.8,0.2,32.925
Second Class,Consumer,Fayetteville,North Carolina,South,Furniture,Furnishings,77.952,0.2,15.5904
Second Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Storage,147.184,0.2,-29.4368
Second Class,Consumer,Fayetteville,North Carolina,South,Office Supplies,Paper,47.952,0.2,16.1838
First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,250.26,0.0,72.5754
Standard Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Paper,29.6,0.2,9.25
Standard Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,1.9380000000000002,0.7,-1.3566
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,159.96,0.0,51.1872
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,59.52,0.0,15.4752
Standard Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,17.48,0.0,8.2156
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,13.168,0.2,4.6088
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Appliances,40.74,0.0,12.222000000000001
Standard Class,Corporate,Austin,Texas,Central,Furniture,Chairs,179.886,0.3,-2.5698
Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Appliances,286.256,0.2,17.891
Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Storage,24.224,0.2,-4.8448
Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Storage,331.536,0.2,-82.884
Second Class,Home Office,New York City,New York,East,Office Supplies,Art,17.52,0.0,6.3072
Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Art,17.855999999999998,0.2,4.2408
Standard Class,Home Office,Tallahassee,Florida,South,Technology,Accessories,431.976,0.2,-75.5958
Standard Class,Home Office,Seattle,Washington,West,Furniture,Chairs,291.13599999999997,0.2,-25.4744
First Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,114.848,0.2,35.89
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.687999999999999,0.2,3.7408
Second Class,Consumer,Springfield,Ohio,East,Office Supplies,Paper,15.232000000000001,0.2,5.5216
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Art,12.42,0.0,5.2164
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,70.368,0.2,26.388
First Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,12.672,0.2,1.4256
Standard Class,Consumer,Baltimore,Maryland,East,Technology,Phones,89.95,0.0,43.176
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,6.58,0.0,3.0268
Standard Class,Home Office,San Francisco,California,West,Technology,Accessories,94.99,0.0,28.497
Second Class,Consumer,Tucson,Arizona,West,Technology,Phones,35.12,0.2,13.17
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,25.92,0.0,12.4416
Standard Class,Corporate,Waterbury,Connecticut,East,Office Supplies,Binders,7.96,0.0,3.7412
Standard Class,Corporate,Waterbury,Connecticut,East,Technology,Phones,566.97,0.0,153.0819
Standard Class,Corporate,Waterbury,Connecticut,East,Office Supplies,Art,9.84,0.0,2.8536
Standard Class,Home Office,Chicago,Illinois,Central,Technology,Accessories,25.488000000000003,0.2,4.779
Second Class,Home Office,Long Beach,New York,East,Office Supplies,Fasteners,7.56,0.0,0.3024
Standard Class,Consumer,Arlington,Virginia,South,Furniture,Furnishings,60.84,0.0,19.4688
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Storage,450.04,0.0,58.5052
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Binders,34.6,0.0,16.608
Standard Class,Consumer,Arlington,Virginia,South,Technology,Phones,467.97,0.0,140.391
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Binders,33.02,0.0,15.8496
First Class,Corporate,Jacksonville,North Carolina,South,Furniture,Furnishings,17.088,0.2,1.068
Second Class,Corporate,Columbus,Ohio,East,Office Supplies,Art,3.008,0.2,0.3384
Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Paper,268.24,0.2,93.884
Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Accessories,431.16,0.2,107.79
Second Class,Corporate,Buffalo,New York,East,Technology,Phones,43.6,0.0,12.208
Second Class,Corporate,Buffalo,New York,East,Furniture,Furnishings,154.95,0.0,30.99
Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,42.208,0.2,13.7176
First Class,Consumer,Plano,Texas,Central,Office Supplies,Paper,10.368,0.2,3.6288
First Class,Home Office,Salem,Oregon,West,Office Supplies,Art,2.224,0.2,0.556
Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Envelopes,74.52,0.0,35.0244
Same Day,Corporate,Columbia,Maryland,East,Office Supplies,Art,17.52,0.0,5.256
Same Day,Corporate,Columbia,Maryland,East,Furniture,Chairs,1779.9,0.0,373.779
Same Day,Corporate,Columbia,Maryland,East,Office Supplies,Art,219.9,0.0,59.373000000000005
First Class,Consumer,Portland,Oregon,West,Office Supplies,Art,7.152,0.2,0.7152
Standard Class,Consumer,Tallahassee,Florida,South,Office Supplies,Paper,26.72,0.2,9.352
Same Day,Corporate,Riverside,California,West,Technology,Phones,1039.728,0.2,90.9762
Same Day,Corporate,Riverside,California,West,Office Supplies,Appliances,45.96,0.0,13.788
Standard Class,Consumer,Lancaster,Ohio,East,Office Supplies,Binders,456.588,0.7,-304.392
Standard Class,Consumer,Lancaster,Ohio,East,Technology,Machines,4499.985,0.7,-6599.978
Standard Class,Consumer,Lancaster,Ohio,East,Technology,Accessories,59.976000000000006,0.2,11.9952
First Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,6.12,0.0,2.8764
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Appliances,10.98,0.0,2.9646
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Fasteners,7.86,0.0,3.6156
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Storage,51.45,0.0,13.8915
Standard Class,Home Office,Moreno Valley,California,West,Office Supplies,Binders,37.056,0.2,13.895999999999999
Standard Class,Consumer,Chesapeake,Virginia,South,Office Supplies,Appliances,203.92,0.0,55.0584
Standard Class,Consumer,Chesapeake,Virginia,South,Technology,Phones,29.56,0.0,7.9812
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.568,0.8,-14.5656
Second Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Storage,45.248000000000005,0.2,3.9592
Second Class,Corporate,Charlotte,North Carolina,South,Furniture,Tables,876.3,0.4,-292.1
Second Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Supplies,185.37599999999998,0.2,-34.758
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,25.06,0.0,11.7782
First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,2.89,0.8,-4.7685
First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Fasteners,7.896,0.2,2.4675
First Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,22.608,0.6,-10.1736
First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,30.528000000000002,0.2,9.54
Same Day,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.842,0.7,-3.3894
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,1.8,0.8,-2.88
First Class,Corporate,Dallas,Texas,Central,Technology,Accessories,39.984,0.2,-1.4994
Second Class,Corporate,Las Vegas,Nevada,West,Office Supplies,Paper,32.4,0.0,15.876
Second Class,Corporate,Las Vegas,Nevada,West,Office Supplies,Paper,97.88,0.0,48.94
Standard Class,Consumer,Amarillo,Texas,Central,Technology,Phones,307.168,0.2,30.7168
Standard Class,Corporate,Middletown,Connecticut,East,Office Supplies,Binders,26.9,0.0,13.181
First Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,47.01,0.0,22.0947
First Class,Corporate,New York City,New York,East,Technology,Phones,469.99,0.0,136.2971
First Class,Corporate,New York City,New York,East,Furniture,Chairs,207.84599999999998,0.1,2.3094
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,324.744,0.2,-77.1267
Second Class,Consumer,Fresno,California,West,Furniture,Furnishings,40.48,0.0,14.5728
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Labels,12.0,0.2,4.2
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Storage,720.064,0.2,-63.0056
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Storage,25.424,0.2,-4.7669999999999995
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Art,2.8160000000000003,0.2,0.3168
Standard Class,Home Office,Franklin,Tennessee,South,Office Supplies,Binders,3.2039999999999997,0.7,-2.5632
Standard Class,Consumer,Raleigh,North Carolina,South,Office Supplies,Binders,30.828000000000003,0.7,-24.6624
Standard Class,Consumer,Raleigh,North Carolina,South,Office Supplies,Art,47.61600000000001,0.2,5.952000000000001
Standard Class,Consumer,Raleigh,North Carolina,South,Technology,Phones,108.78399999999999,0.2,10.8784
First Class,Consumer,Clinton,Maryland,East,Office Supplies,Paper,4.77,0.0,2.1465
First Class,Consumer,Clinton,Maryland,East,Office Supplies,Art,7.98,0.0,2.0748
First Class,Consumer,Clinton,Maryland,East,Furniture,Tables,550.431,0.3,-47.1798
First Class,Consumer,Clinton,Maryland,East,Furniture,Furnishings,10.56,0.0,4.6464
First Class,Home Office,Los Angeles,California,West,Furniture,Bookcases,1497.6660000000002,0.15,140.9568
First Class,Home Office,Los Angeles,California,West,Technology,Phones,17.52,0.2,-3.5039999999999996
Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Art,113.22,0.0,29.4372
Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Paper,35.88,0.0,17.5812
Second Class,Home Office,North Las Vegas,Nevada,West,Office Supplies,Binders,4535.976,0.2,1644.2913
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Fasteners,11.84,0.0,5.6832
Second Class,Home Office,Cranston,Rhode Island,East,Office Supplies,Storage,592.74,0.0,160.0398
Second Class,Consumer,Jackson,Tennessee,South,Office Supplies,Storage,111.67200000000001,0.2,6.9795
Standard Class,Home Office,Newark,Delaware,East,Office Supplies,Art,8.64,0.0,2.5056
Standard Class,Home Office,Newark,Delaware,East,Technology,Accessories,149.97,0.0,52.4895
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,232.88,0.2,17.465999999999998
Standard Class,Corporate,Rome,New York,East,Furniture,Chairs,90.882,0.1,15.147
Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,508.76800000000003,0.2,38.1576
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Envelopes,9.912,0.2,3.2214
Standard Class,Corporate,San Diego,California,West,Furniture,Chairs,63.93600000000001,0.2,6.3936
Standard Class,Corporate,San Diego,California,West,Office Supplies,Art,59.52,0.0,15.4752
Standard Class,Corporate,San Diego,California,West,Technology,Phones,311.976,0.2,38.997
Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,50.352,0.2,17.6232
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,19.136,0.2,1.9136
Standard Class,Home Office,West Palm Beach,Florida,South,Office Supplies,Art,13.12,0.2,2.1319999999999997
Second Class,Consumer,Los Angeles,California,West,Furniture,Tables,241.56799999999998,0.2,-15.097999999999999
Second Class,Consumer,Los Angeles,California,West,Technology,Phones,479.92,0.2,41.993
Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,307.13599999999997,0.2,-11.5176
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Labels,12.6,0.0,5.796
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,159.98,0.0,57.5928
Standard Class,Consumer,Des Moines,Iowa,Central,Office Supplies,Envelopes,6.12,0.0,2.8764
Standard Class,Consumer,Des Moines,Iowa,Central,Furniture,Tables,1184.72,0.0,106.6248
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,45.96,0.0,13.788
Second Class,Consumer,Arlington,Virginia,South,Office Supplies,Binders,58.05,0.0,26.703000000000003
Second Class,Consumer,Arlington,Virginia,South,Office Supplies,Paper,71.28,0.0,34.2144
Standard Class,Consumer,Pharr,Texas,Central,Furniture,Tables,124.404,0.3,-21.3264
Standard Class,Consumer,Arlington,Virginia,South,Office Supplies,Paper,154.9,0.0,69.705
Standard Class,Consumer,Arlington,Virginia,South,Technology,Phones,1871.88,0.0,561.564
Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,16.192,0.6,-6.8816
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Storage,18.936,0.2,-3.7872
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Storage,12.672,0.2,-3.168
Standard Class,Consumer,Irving,Texas,Central,Office Supplies,Labels,5.04,0.2,1.764
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,8.448,0.2,2.9568
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,20.387999999999998,0.8,-53.0088
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,9.96,0.0,4.8804
Standard Class,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Appliances,320.64,0.0,89.7792
Standard Class,Consumer,Hattiesburg,Mississippi,South,Technology,Accessories,52.0,0.0,23.4
First Class,Corporate,New York City,New York,East,Office Supplies,Binders,25.584,0.2,8.9544
First Class,Corporate,New York City,New York,East,Technology,Phones,464.0,0.0,134.56
First Class,Corporate,New York City,New York,East,Office Supplies,Appliances,235.95,0.0,77.8635
First Class,Corporate,New York City,New York,East,Office Supplies,Paper,39.96,0.0,17.982
Standard Class,Consumer,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,18.528,0.7,-12.352
Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,17.9,0.0,3.4010000000000002
